user_name,comment
lulshh_,"Bener bener keadilan buat perempuan tu kaya nya Uda gaada deh,Apa perlu demo lagi kaya bulan lalu biar ditanggepin kejaksaan?heran gue aslii wkwkw!!! Mentang mentang anak pejabatt enak bgt seenaknya SM prempuan,celap celup sana sini so banget idup pake duit orangtua ajaa banyak tingkah ,emgg karna orangtua punya title Lo gabisa kena hukum ya? Jgn kebanyakan tingkah deh didunia mh emang enak shayyy HELLLOWWWW GIMANAAA kalo besok lo mati??"
bangari1986,"Revenge porn saya langsung cek di google min kmaren artinya apa, eh mimin baru muncul... Trus kasus kmren sudah selesaikah dgn harapan si pelaku mempertangung jawabkan atas perbuatannya atau bagaimana min??"
ceritanyaelanelki,Kawal trus bang kudel ??
aob_ilham,"Semoga segera mendapatkan keadilan. Kalaupun tidak hari ini, semoga kelak di akhirat. Semangat ??????"
nam_ta_rus,Pres kudel idolaaa ????
rikkayyy_,info info
mybabygirllllllll,jaksa jadinya offline gais tanpa di ganti bukan jaksa cewe HAHAHA
kervy_chocolatos,Weh si riski jadi pengacara ????
bellinurgiyofani,Aje kendor kudel
septalubis,miris asli ??
dipanggilombob,Semoga nanti yg dapet karmanya anak istri sama emak lo bro
snurranisanaim,Ngerasa sakit hati bnget sih bacanyaa walaupun bukan org terdekatnya??  jangan dblur geh min muka tersangkanyaa.. baturan deweke  tah min
ajimubarak_,"Coba dak eta bengeut si eta, ulah sok disensor, kabiasaan mun nukaritu disensoran bae naon meren maksudna, tah nyaho kabeh jelema, ulah disensor min ,, saha sih admina ieu?!"
erycaberlian,butuh di kawal om  biar viral
sriihurii.h,Harus nunggu viral dulu kali yaa baru rame hmm
riosyawaaal,Tolong di bantu keluarga korban nya ka
anislistianis,Selama 3 thn lo. Sakit bngt
resisdelyano.p,Ker letik indungna ngidam tawon jeng sarang2 na??
doni97288,"Semalam ngobrol sama yg kenal pelaku, katanya wajar korban gak dapat keadilan soalnya orang tua pelaku punya kuasa di Pandeglang. Haduh ya Allah.."
deliaisnsr,"Yang gak punya twitter, bisa cek di akun  ya ??"
farhan_permanaa,"Ulah di Baturan Rok Lalaki Maen Fisik mh,teboga polo"
_evahilda,ytta aja sayamah wkwk
nothnnas,"KATANYA NEGARA HUKUM,Tapi kok????? CUAKKK"
pujaagustin444_,"mentang"" cowo nya ank mantan pejabat, kepolisian ga berani ngsih ke aadilan buat si cewe??"
saepullaamri,"hirup di bumi kos kitu, komo di aherat eta budak."
rianto8065,harusnya langsung lapor ke kejari pusat atau komnasham dan komnas perempuan pusat
pujaagustin444_,Kasih keaadilaan dong buat cwe nya!!!
auliamauldna,Nih ig nya guys  silahkan yg mau silaturahmi ke parasit satu ini ??
alexagus_tiawan,mohon d bantu up min
ahong_zrf,"tag in nanas,kasih tau buat hati” di jktnya ya,banyak orang gila soalnya"
fatttmawati,pdg viral nu garoreng bae heran aing
mohonizin.in,Semoga abang  bisa membantu agar penegak hukum bisa melek akan hukum ??
memeys.f07,Emang kudu viral heula ngerakeun pandeglang deui bae!
viki.adr_,F
yosefisme_,No viral no justice. Mari kita viralkan netizen yg budiman. CC bang
wildanmutaqin_,tolong bantu di viralkan demi masa depan korban
fiirdaaa1,di sogok brpa bu jaksa buset
ilhamfebriyana,"Hese tuh ari duit jeng power nu ngomong mah, terlebih fungsi si jaksa dessy eta naon? Sampe ngajak katimu di luar ka korban.. Pake ngajual ngaran atasan na?  Ges di sogok sabaraha? Sampe sakitu na! Sampe nitah adik na menta no whatsapp korban dengan dalih salah nulis no wa di kejaksaan.. Haha lucu sekali  gimana itu  dengan oknum yg seperti itu? Bikin malu asli"
nipalsutiana,"“Kawalkawal guys, kalau nggak dikawal kaga bakal rungkad guy”. Cc :"
muhammadyusril_2,NETIZEN MANA NIH ADA TUGASS BARUU YANG HARUS DI UP
beno_lieztianto24,"Kita negara hukum,hukum adalah tidak berpihak kemanapun mau itu berdasi berjas berseragam ketika salah maka kasih hukuman yg adil pa,masyarakat kecil juga butuh kadilan ketika sidang apapun maka transafaran biar masyarakat tidak suudzon."
_ameelll97,pngn tau cewenyaaa kasian banget ????
afiii.mf,"Tau kalau pejabat ngga bisa intervensi pada ranah peradilan, tapi coba bu rada di bantu. Pan ibu dekeut sama ibu kajarinya, sering satu frame bareng. Coba deh ibu baca dulu utasnya di twitter. Kasian bu."
aprilinaas,nah baca ini geh
secoundmeee,ale ketar ketir ga le
fannn467,ya kali Bu diem aja
_rizal14,Ahir nya di up jugaak
_isalfhrziii,Asa asa pelaku na??
nokifbnsyh_,"mi chat aja mas murah jangan cekok""an segala,sama ayam aja hahaha pantes"
ysxzhun,netizen coba cari tau tu muka dakjal satu biasanya netizen pinter pinter
elbaract.id,kumaha pak pengacara? Minat mantuan? ??
by12840,Apa harus viral dulu ya ?
ratuayunrzzhh,Setiap buka sosial media isinya semua kekerasan kepada wanita rata rata??. Liatnya sakit dadaa tauuu huuhu????
abusumayyah___,"Mohon bantuannya ndan  , prof"
mellayannti,Parah inimaaaa
affanrams,Pantau
fxxjayy,Bawakeun dukun naon jong ti sumur
suryana.jalud,mantapnya kuari pandeglang kasusna.??
dwisamsulrizal40,up bro
reptor_001,Bang
donimaulana.27,Miris dengan hukum keadilan di Konoha ini ( RIP )
cntq13_,Gila jahat bgt anjr??
dudikomarudin00,lapor komandan
ariefirdaus,"No viral,, No justice…!!!"
sarikarina,"Lu punya duit, lu punya kuasa ????"
nanonaa_21,"Nah kan jaman sekarang harus viral dulu baru satset , miris ??"
daman87huri,Saya yakin keluarga pelaku pasti malu sangat. Semoga kita sennatiasa dilindungi dari hal2 tidak baik seperti ini
sulyatinnupus,Wajib hukum rimba!
uik_yeah,Biadabbb
feryd.f,"Hukumnya dibuat sesuai kesepakatan,pas udah disahkan jadi barang dagangan ??"
agra_102,"Pandeglang mana nya nih masih Berkeliaran kah tsk nya ??,"
rhyn_mttqn,"Pencabulan ko di blur , apa karna keluarga pelaku orang terpandang ?"
agung_rusnanda19,Keluarga pelaku nya di up juga biar malu sampe ubun ubun
iman_rhidayat,"Hukum seumur hidup, ngeri ada org ky gini"
its.queenalvii,Huhhh belagu dia anak mantan pejabat geh!! Coba geh para pejabat kejari pandeglang ulah sok pilih kasih naon karunya anak batur bapak/ibu kejari
nuyey_15,Usut tuntas!
mardian_aonk,Piral dlu baru hukum berjalan??
bagus_tira21,Binatang anjing itu org
ibenxsisare,"Ko bacanya ngeselin y ??Beri motivasi agar move on, konyol sekali. Sedang hancur-hancurnya si korban dan klwrga korban, bknnya segera dinproses dan dihukum seberat2nya pelakunya. Malah nyuruh memaafkan dan mengikhlaskan. Proses jg ni oknumnya yg meminta sprti ini"
yunikarinaa,Pgn moveon gmn caranya?
sandymjhd_,ga segampang itu brody
irvansurahman,?? sinetron ??
kaleci_player,Warga anda tolong urus
wullandadari29_,Maaf? Kelakuan dan bahasa Lo aja kaya binatang!!
4dlyvoll11,miris gitu liatnya??
mgabmaul,Punten kalo maling ngaku rame sama aja kalo di tnya ga akan ngaku eh??
de.juneeeeee,Moal komentar aing lah. Rek istigfar wae
ale.fth,"Pengen move on juga nih, kasi motivasi juga dong  ,the real lu punya uang lu punya kuasa"
llinkarr,nama dia Alwi Husen Maolana
wahyuni.d.f,udah digembok akunnya
novitayanti000,"di fb rame, ortunya pejabat mkanya korban kya jdi pelaku"
llinkarr,"buka link twitter yg admin pandeglang kasih, jelas jelas itu ada namanya."
ahyaani2_,Oke deh makasih cuy ??
novitayanti000,"pasti ada, tpi yg ke up kasus ini, yg bkin geger pelaku di biarin kek orng ga ada dosa, kejaksaan suruh ngikhlasin ke korban,"
inpopandeglang,"saat mengancam korban sok gagah,tapi Ig diprivat,tenang ada no hpnya, distory"
an_syah08,waduhh bener bet ya yg laki banyak padahal ??
qiellaqiell,emang anaknya siapa sih itu anak gtu banget dah
imfrommars18_,akupadamu mas
faridh_iskandar,"yang santri mah santri, yang ulama mah ulama.. sebutan kota santri itu kan karena banyak pondok pesantren  bukan berarti semuanya alim bang ??"
ilhamfebriyana,setuju hahahaha
bhaqil_,"pelakunya mah udh ditangkep pak,cuma proses pengadilannya yg alot"
nun.lulukainun,tpindi private akunnya..
novitayanti000,"ga guna bang, polisi ama pengadilan sana tunduk ama uangnya ortu pelaku, sumpah jijik amat golongan penegak hukum sna! Dibelit"", 3 tahun lo disiksa"
siti_nurpitriani01,Kawall guys
bukansincan0,mantap
tikka_aquariuss,Oh budak kidul nyh a
tblambangdwiputra,tegar juga sama dam begitu
mhmdfarhannf_,sabarr sabar lurr.. Saha si eta sbnr na ?
azkia_212,bangcatt ceunah??????
fkrsryn_,sakola doang tinggi tpi te ba otak
tien.ajah.142,udh di japri kan td ??????????
putrimey21_,kocak
d.daeseaa,"ada yg cek mah di dikti akuntansi untirta a, tapi urang teberani bilang pasti yah"
inpopandeglang,pindah jadi sipil
mhmdyanto81,pak
ira_spyh,ramein dong. Jika jeruji besi tidak mampu menghukum pelaku maka sanksi sosial harusnya mampu memberikan pelajaran untuk palaku meskipun tidak setimpal dengan apa yang dilakukannya terhdp korban.
nizarf_,Alwi namanya bro
_xabstrax,mungkin maksudnya spill akun ig nya ??
rikameiilani,"siapa tau ada yg tau IG kakak"" dn ibunya ? Biar kita silaturahmi."
dhiskaamoriyana,btw bapaknya udah Mati tapi belom dibikin Akte Kematiannya min wkwkwkwk
anugraha.d,mhasiwa D3 akuntansi yg dah cuti dri 2021
elsanafita,akunya ni
agung_cahyana28,iya berarti kakau si cewe nya mau mah bukan pemerkosaan wkwkw
agung_cahyana28,wkwkwk
vivi_avrily,lu temennya Alwi ye
sehanferary,benerin dulu logikanya
hulwah15_,baca geh kan dipaksa suruh mau jadi pacar kalo kagak mau video disebar aih baca dulu semua baru komen
allybbi_,cowoknya nyebarin konten asusila tanpa persetujuan si korban dan tujuannya buat mengancam korban blm lagi pelaku jg gaslighting korban supaya bunuh diri dll itu udh tindak kriminal
rantothekillerextreme,gw curiga lu temennya pelaku dan ikut andil dalam pemerkosaan pada korban
merlindw9,"iya bener, tapi kalo anda bahas ttg ‘mau sama mau adalah bukan pemerk*saan’ disini kayanya salpak alias salah lapak. karena in this case memang cewenya adalah korban pemerk*saan dan korban p*rn revenge."
nasi_liwet_tangerang,. Gassskeunn lahhh  pake pete apa jengkol nieee ????????
muhamadirfan271094,"serius DM kak , aku yg dapet kiriman nya , dan centang biru itu kak yusuf yg ngajarin ??"
nasi_liwet_tangerang,nitippp bang????
wahyu_tg,"meta verifikasi itu.ga permanent. Lu juga bisa centang biru,"
aim.escobargaviria,coba gerung2 ninja lu tuh goy deket kuping pelakunya ??
aim.escobargaviria,HIDUP PERSIB...!!!
_sumyatii_,ngakak aing??
selamarselina29,nihh Pandeglang lagi Pandeglang lagii ??
dyzjka,goreng geh dia alwiiiii loba gaya jingggg  di serbu ku netizen mah mewek dia...
tanwiruljojo,alm kadis LH katanya sih yo
riyah_haechanie,up
penaaarj,up
pamungkas_ver1,ril cuy? Mukanya kya copet
abdurrahman_ghofiqi,iya btul itu info saya dapatkan dri Twitter sumber dri kaka korban dan netizen lain. Memang lah dia tu muka brandal
alimsetiatriana,"masih ga paham sm biodata doi, slide terakhir jurusan doi akuntansi, yg lu sebarin di story teknik sipil bang"
abdurrahman_ghofiqi,info simpang Siur banyak sumber yg berbeda intinya doi anak untirta jurusan nya apa ga tau secara specific. Cek story saya lg untuk liat beberapa postingan kaka korban
ekawirayuda30,"terimakasih bang saya baca sampe selesai, kasian banget ya Allah ????"
ekawirayuda30,"masyaallah, saya bantu doa dari sini bang buat Korban semoga masalah nya cepet selesai dan mendapatkan keadilan yang setimpal ????"
umma_shomad,Astaghfirullah...
aldikara,6 tahun? Kenapa tydyd nya ga di potong ajah ??
abdurrahman_ghofiqi,Wah ga tau masalah itu. Kn ada jaksa yg menuntut dn hakim yg memutuskan. Tetapi emang harus d hukum seberat bertanya tanpa harus pandang bulu
priadi_impossible,wih gayanya lalolo??
sgt.rsln,"silahturahmi aja dulu ke medsosnya pelaku, ??"
yuandaranis,nyimak.
yusufhaqqi16,digembok akunnya
isfannnt,ikut dari cilegon nih salam olahraga
m.indrian44,apa benar  ?
radenfahrizal,katanya ini benar  ?
nikkefadillah28,Kalo gapake duit dapet perlindungan ga kak? Wkwkwk
budi_laksono15,oh okey ??
dimasadin72,bantu up
adri.ansyah854,Bang
akhyrr_15,Gmna ta tanggapannya bang
pojok_garage,Ga kebayang perasaan kaka ny dan orang tua nya ??
dryan.yyn,bangsatt
riyah_haechanie,EMANG APA2 HARUS DIVIRALIN DULU BARU GERAK LURUS. KALO NGGA GERAK NYA SUKA2 AJA ??
heaveensnearshop,Si Alwi anj...??
rilapputma,Ini yah yg kemaren dibahas itu?
ruwaisanglers.id,Viral ??????????
ratuyana06,Ko gini ya hukum sekarang??
pelleh_12,Trending di twitter min
tiemoen,Parah si
asupan_gizi_zi,Muka ngeselin ??
_veiiiiiiiiiiiliarrrrrrr,Seremmmm
baimsupian_99,Ternyata benget culun beki ngewe ??????
pangshit_id,Pandeglang emang cakep-cakep ceweknya????
serangkerad,Up up up
alifsyafiq.alifsyafiq.9,"Muka""mokondo itu mah"
sanggarkusumo,"Tidak hanya pantainya yg kotor, tp ..."
erkatomy,"Yuk viralin, biar kasusnya segera selesai??????"
dewipitriani07,Gubrak malumaluin kampus ya bener njir..
amanda.weddingsrg,Astaghfirullah ??
san_dikaaaa,kenal ga?
yyt_husfiatunnisa,Netizen harus turun tangan nihh
bossjungjt,"Pengen gw babat kumis lele lu alwi pake mesin potong rumput,"
ubayysadega_,Pandeglang rasa Ponorogo
rsln_gd,lgi hangat hangatnya
defri_ali29,Semoga saya bisa di pertemukan dengan beliau di lapangan ??
hasbi_fatan,Anak eks pejabat apa ya kira kira hmmm????
kepone.2nd,Waduh
sarmanaranggageni,Salam olahraga
ubayysadega_,Org mh spil video nya jgn kasus nya
omiyanbike,Jangan sampai lolos pelakunya sekalipun anak pejabat
annufi07,Udah di up di toktok eh malah dihapus sama apk nya padahal udah 42.9K yang nonton yang komen juga banyak????
itatoyibah,"Sakit bgt dengernya, pasti ada ancaman dan ketakutan ya neng..?? karenanya selama 3 tahun Kenapa ga berani speak up ???? ini sangat perlu pendampingan secara psikologis untuk mental health korban, dan perlindungan terhadap keluarga korban. semoga pelaku mendapatkan apa yg sepantasnya tanpa lihat background dari keluarganya pelaku. Please harus sampai tuntas"
ayuraaazz_,Kawal sampe tuntas ????
rfydaf13,Bentar lagi juga minta ampun
aseep_bob,butuh bantuan bang
ichiacaaa_,tag langsung orang Polda Banten nya??
biasanya_azis,Anak pejabat bos!!
qoriismu,"Ya Allah parah amat, semoga pelaku mendapatkan hukuman seberat beratnya. Semoga anak anak kita selalu dalam lindungan Allah. Serem banget kejadian kaya gitu"
riyah_haechanie,Buyan
joiway_serang,Kawal terussss sampe tuntas????
bekas_kemarin__,Anak anjingggg
imamaryadii,Pap dong hehe
bhetagodeg,"Sanksi sosial udh dapet, sanksi hukum otw, tinggal nunggu sanksi akherat."
riz0555,Muka sama kelakuan sama sama berantakan
denur_21a,baca geh
triyonomastri8,Siksa neraka jahanam untuk orang-orang yg melindungi tersangka.
dipanggilombob,Emang yak anak yteam mah ngeselin.
gustiayu_148,"Viralkan, tuntut dan dapatkan keadilan seadil adilnya ????"
newrulheyrudin,Pdhl pelajar. Tpi kurang Ajar Cuuaakkss
mayar_ul,"Virall, proses pasti cepat"
kettysuli10,Apa harus viral dl bru d tindak nih anak
ndhsvnt,Astagfirullah mulutku
gledeg_banten,Tegakan keadilan woyy
nazar_kurnia12,opet
roberthorwerd,duh mahasiswa nya terkenal nih
raaraaflii,Ahhh elahhh tumpull amaat
e.ardiyanto,pak tolong korban .berikan rasa ke adilan .????
sonyraynaldo_19,Kalo udh ketangkep tolong titipin balsem geliga yg hot sama hot in cream dong terus kasihin ke tahanan yang satu sel sama dia ??
dimasadin72,Mohon di bantu bang
alakay27,ANAK PEJABAT BEBAS .. SO BERKUASA HAHHAHAHA ANJINGGGG
hernandezhernandez5299,Korbannya siapa
desi.berlianti,??
ahmadthomed46,"Semoga  bang ,bang@ahmadsahroni88"
omponco,Masuk penjara kayaknya kelar nih anak dihabisin ama kepala kamar tiap malem ??????
alfannyah98,Nih org nya spil aja
aswadiwadot,Pak tolong kasus
andi_novendi,Wah ini parah.. Harus di up terus kebiri skalian jgn mentang2x byk duit bisa aman2x ja
gypsy_020,Dih gatau malu anj
masfadjar_,"Ternyata Pandeglang ga cuma jalannya yg rusak, tapi pemerintahannya juga ??"
sarahdarwis,"Yukkk viralin, usut tuntas kasusnya"
mutiarakikii,"Jangan salahkan kota nya, salahkan mindset manusia nya dan oknum tertentu. Stay safe and be smart girl ??"
agung_cahyana28,Astaghfirullah
velvetxandy,Muka pelaku ada di sg gua
anryanryansyah,Potong aja sih titinya.. biar kapok ga bisa ngerasain kenikmatan lagi
wholiickh,tanggapannya
thaaac,Ulessss ihhhh ??????
denny_danillo,Ayoo kawal
anjer_boi,Paranin. Di mana kampung nya itu pelaku
velgrynd06,Salam olahraga gak nih klo ketemu di jalan soalnya tengil banget ajg ni anak pejabat
rizalumardwia,"Komplek sekali , curanmor ,jalan berlubang,tindak kriminal seperti sudah komplit ??, pusing gak si pelan"" saja pak supir berita negatif terus tiap hari kapan berita positif capee"
sasukehee,Tempang pemerkosaan sangat buasss
ekadarmayuliarti,"Viral dulu, di usut kemudian"
fvkdarules,"Gw liat di pddikti, statusnya ilang jirrrr"
raturatna_komalasari,Bisa ga orang kayak gini dimutasi aja ke merkurius?
renaldology,Psikopat
muhamadsulki_,"warga pandeglang makin meresahkan , baru kemaren kasus pembunuhan pke closet ??"
uwiyy._,Astaghfirullah semoga korban mendapatkan keadilan??
_deviisftri,Status mahasiswa wkwk kelakuan kek org ga berpendidikan wkwk
deliya.adl,hadeh pulu puluuuuu
mr.gusper,"Ada uang papah disayang , tak ada uang papah di suruh pulang"
an4krimba,3 tahun? Keenakan itu mah.knp ga dilaporkn dri awal kejadian.masalah disebarkan itu urusan belakangan.gmn mau nyebarin klo pelakunya ditangkap.laporkan diam2 ke kluarga.tangkap.bawa ke pihak berwajib.hadirkn bukti.atau mau pake hukum rimba dulu.potong kelamin baru serahkn ke pihak berwajib
budisetiawan646,Tolong di Bantu Pak
monaagnesiaa,Mentang² ank pejabat masa ga ada tindakan lanjut sii kn sm² manusia shrs nya adill:)
kholidabede_,Pandeglang lagi
gaa_wjyaa,sing arane alwi tukan nyepot
fadri_kurnia,Astaghfirullah kok bisa separah ini yah??
s_m_ruhyana,Ada apa dgn untirta indah??
eki_bayhaki,??????
muhammad_yusuf320,Harus dapet hukuman yang setimpal
muthiaadara,bantu bang
syafaarden,Banyak pasal berlapis yang bisa dikenakan ke pelaku tolong pihak terkait kawal kasus ini dengan erat agar tidak terulang kepada orang lain.
jhnnk_17,Perlu diasah otaknya
jdnur,Lagu laguan anak pejabat ! Jangan pilih kasih nih polisi tangkap aja
bayuuyab05,Alwi babi
rdhormdhn____,bang   tolong di up
mariaulfahmiiuu,Pengen tag lamtur. Tapi ga bisa ??
mra.mey,Terkenal kan lo.. Biadab??
roufgame4,Info ketangkep kebiri min
abeyl666,Pentingnya pendidikan moral
akbarsetias,"Akibat ulah Anaknya bisa² kekayaan orang tuanya di selidiki KPK. ??. Contoh yang sudah² bagaimana..??, Anak pejabat nih bosss senggol donk????"
fikimochamad,Waduuuuuh
hiidaayat_,"terlalu mandang latar belakang, sampe lupa kedepan nya mau jadi apa, ( manusia )"
mr_babyboo1,"ning untirta parani, apa lg ngumpet tah bocae?"
harno_peggo_85,itu udah keterlaluan.. kena bnyak pasal pastinya.. tolongin om  ..
deydeennz,"Yang bener akan terlihat salah, dan yang salah akan terlihat bener ini lah akhir jaman semua di butakan oleh uang"
bodagprkoso,Coba min jaluk no wa pelaku atau spil ig nya arep dolan kih
adithdkdr,SALAM JARI TENGAH UNTUK DINASTI SAMPAH ??????
riosyahputra345,"Awas bisi di gebuk ku kloset,"
gsuskitu,Spil akun media sosial alwinya dong wkwk
teungkuhanggara,Usut
ilhamsss,Infoin aja lokasi kosan dll. Nanggung amat dah biar bisa silaturahmi hehe
sahrodin_ks,"Seperti biasa, tumpul ke atas"
nunualbantani,Tampang bangor kaya SET*N ALASS
baehaqi.id,Pajuh maung jelema kitumah
aryegun__1,Gebuki ae lah
endah.np,Kuliah tapi tidak berotak !
m_risyaldi,Mirissss
ameliadsrt,Kasian ih:(
ratuegang_26,SPIL bintinya dong min gue mau nitip paku sekilo di perutnya pelaku ??
diohari,Sikaaat
nd.fkryzaa,tobat bib
renitarere69,Bantu viralkan di hotman paris aja  atau di teh novi langsung di tangani tanpa basa basi
novallll21_,Pndnglng lagi knp si yah
aji_akhmad_f,Di duga kejari pandeglang lebih berat ke tersangka
pebiann_,??????
bagus_tira21,Itu jaksa nya nglindungin PREDATOR ANJING ITU TAH  akhh tai
aurasandaa_,??
viqirizki,Saya percaya sama pak mahfud
adam_4narchy,siapatau bapak mau bantu kasus di kota sebelah pak
antonius.prakarsa,Pelaku anak dari adiknya jaksa ya?
nainie_37,Awal mulanya bagaimana ya?? Ko bisa seperti itu sampe bertaun²??
aaainamhar,"Kelakuan orang jaman sekarang, ngeri-ngeri"
ismatovi,Bobrok bobrok
gozali.ali.77,"Malu2in warga Pandeglang,yg julukan kota santri dan berakhlakul Karimah...,semoga Allah membuka kebenaran yg sebenar-benarnya..(amiin )"
yunussetyow,Kota sejuta santri dan 1000 ulama.. pandeglang
la_belle_cloth,Sikaat lur
fahmi_hyundaijakarta,"Innalilahi wa innailaihi Raji'un, kasian mbak nya"
aloenxterintegrasi,Usut sampe tuntas...!!
rinaldyaditya,"Tau bgt ada orang yg kena gini, gak bisa putus karna takut disebar foto dan video nya. Mau dibantu malah nolak, ya bingung juga."
bebica_skincare,Up ke
emhanif96,masuk bui jadi samsak mampus
boy_chandro_marley,Musik haram
evii_evi92,"Hukum seberat2 nya, DO krna udh merusak nama baik kampus ??"
zbrnfzn_,mahkotamu sedang dalam perjalanan king??
agustus.leo_5,Ya ampum muka kaya cunguk gitu gaya nya kek apa jiji gw liat nya
yuckywillemtubaka,Ayoo bung
renoversal,??????
auliaibad,??????
wildan_nazmu_maariff,Tolong ambilkan kelentong bedug masjid sya pengen silaturahmiikan ke gigirnya
xxinnzx,smga pelaku cpt dpt hukuman.. ??
sitiaminah_mimi96,Pandeglang bermasalah mulu herann ??  Bobrok banget kasus macam bgini ko banyak yg lindungin.
rinata9923,Di idupin pake uang haram jd kelakuan na oge haram jadah kitu nya ??
celcius_fahrenheit_degree,Spil IG nya min.. Kita mau kenalan sekalian rapihin mukanyaa
kompaak,Ting buating husen kuen
karsisuswita,"Idih sih nekat banget orang itu main perkosa orang lain itu wanita ga punya perasaan sama sekali itu cowo sampe mana kaya gitu terus aih,, itu"
mustajib07,Spil ig nya dong mau silaturahmi min
heryy_3007,Jaksa sama hakim gak bener nih yang mana salah dan bener  kalo udah ada muka si pelaku gebugin aja tuman
adikatob78,Yg mau liat mukanya ada di postingan saya
nchiemanyil,Nangis kejer gw kalo jadi keluarganya
officialvikingkragilan,Wow pria bermental lemah haha
c_ketcil,"Tag  lah biar di kawal,."
rick_y6843,Pelakunya semoga dihukum kxbirx
rick_y6843,Ditunggu berita kalo pelakunya dihukum Kebxri dan di DO dari kampusnya
ulirohmahyati,Ayo netizen waktunya kerjaaa. semangaaat
rick_y6843,Apakah ada yg tau nama ig'y
yeyepndangpaimin,Ayookk ramaikan manusia2 zolim ini....pls help pak            ??
argaa886,"buat wanita gausah tergiur sama laki-laki karena hartanya lah,dgn dia bisa ngasih apa yang lu mau,lu ngikutin apapun yang dia mau.sekarang liat..."
feby_riyani,"Tolong dong  yg kyk begini bisa ga utk serius ditangani. Jangan terlalu leyeh2 gitu. Langsung tangkap, penjarakan, sita hp nya utk barang bukti. Ini Bapak  bisa kerja cepat ga? Harus viral dulu baru bener kerjanya"
nanangkholish27,duitnya kurang kenceng
densan_1993,Coba ignya mana mau silaturahmi
reskasubhiyana,"dikira keren kali, sampah"
69amialpinestar,Dinasti semuanya takut pdhal Bpk ya udh koitt
densan_1993,Gunanya pakai alat kontra sepsi ketika belum siap punya anak ??
vidiahmet,"Alwi  inget lu wi, lu di besarin buat jadi anak bae bae, malah bikin mental orang lain hancur, inget orang tua lu termasuk alm ayah lu yang besarin lu buat jadi anak bae bae bukan kayak semprul begini"
muhharitsr_,kayak film like and share ??
kaaangelll_4,duh Untirta
arifin_khaerul11,kenal hir?
jaye_aje,Oyag keun brayyy????
94amin_u,"Aduh malu2in Kampus aja lu tong, kok bego dipelihara sih"
_alipprzkyy,"ngapain takut sma kuasa pejabat takut turun pangkat? lawan selagi bener dmna keadilan massa ga di usut tuntas kasian ke korban, klo pelaku kodok zuma si ga peduli"
n_roheti,Katanya ni pelaku punya sodara seorang polisi di Polda Banten ?? bisa di bantu Ini ??????
adidanhadi,Ditunggu info Bogeman dari anak untirtanya
rik_sdk,Pelaku org berduit / kaya kah ?
achmadsaefudinas,"coba di colek usut tuntas tuh, jangan ada bekingan atau yang lain, hukum adalah ttp hukum, mau pejabat mau bukan harus ttp adil, sebelum masa yang bertindak."
fauziah_eka29,Istigfar??
adurazis,Kasi hukum rimba aja yuk
indobarca_banten,Kok bisa
ryanwestblue,tolong diup dong min??
francisca.cisco,Ada dendam apa sih pelaku sama korban sebelumnya? Sehingga kepikiran melakukan ini? Sadisss bgt
o.bxs,Kasi tau dosen Untirta aja
o.bxs,Biar di D.O
tak__kih,??
tak__kih,Viral dulu baru adil
muchan08_,"Coba spill akun sosmed pelaku, mau silaturahmi ?"
hardimaya,????????
syarifabdullahas,"Boleh dong spill akun ig pelakunya, mau salam2 dikit"
hafiiddd,Anjay nak untirta
frmnydi,pandeglang wkwk
moelmo.sz,Tandain mukanya
andi_reza22,"Jika memang hukum negara tidak bisa di perlakukan secara adil , maka biarkan masyarakat/ keluarga korban yg memberikan hukuman kepadanya"
joyastro_,"Untuk Para kaum Hawa harus lbh hati² pilih pasangan. Karena memang sudah lumrah Hal seperti itu, bisa dijadikan pelajaran agar lbh hati². Dan semoga kasusnya segera ditangani. Izin lapor"
seno_ajialfaqir,sedang dipantau netizen +62. Jadi berhati - hatilah dalam sikap mengambil putusan sidang terdakwa.
yesi_kameliana_karim,Viral kan...!! Sampai Korban mendapatkan keadilan..!!
zevi_ale,"jangan tanggung.. kalo korban terus di intimidasi, semoga pak  terbuka untuk membantu korban ????"
onee.jee,Anjink lah mana tirtayasa lagi .. ponakan gw kuliah disana jadi ngeri laki2 macam apa x ..
ratihsnt,"Dipengadilan ga bisa di adili, biar netizen yang mengadili"
cyinay_,Edass di spil gatuu data dirinya wkwk
ragilagus__,"di pandeglang konser musik susah banget,tapi yang beginian bisa bisanya lolos"
noh.bady,Saya tau orangnya min.
parikesiitt_,Aaauuuuuuuuu kuk kuk kuk
ara_25rr,Cba ni udah viral apakah bener2 ditahan.
jenaiisnte,akhirnya masuk info serang juga
fuad_muhammad9,Harus viral dulu nih
aiman_mifans,Dr dlu gak respect yg embek² anak pejabat... Sok iye
dewiagustiin,UP UP UP ??????
cici.liaveronica,Hehe agak susah kasus di banten tuh soalnya yaa begitulah
bravo_ms02,Saatnya netizen turun tangan ??????
dewiagustiin,"Teteh yg udah lapor, kamu sangat hebat dan berani ??. Keluarganya juga gak kalah hebat. Semangat memperjuangkan keadilan."
abudehel,coba yeh budak pandgelang cirian
dvastg_,SPILL IG+WA
a_ibnuruslan,??
ajicakra_888,tolong bantu proses ya mas dan viralkan
suryadi2619,Semoga pelakunya kalo masuk sel dapat pijit++ di sel ??
