user_name,comment
amir_hamzah24,"Semoga kedua belah pihak diberikan jalan terbaik khusus untuk korban mudah²an selalu di berikan kesehatan kekuatan dan selalu dalam lindungan Allah, dan untuk pelaku yg di maksud semoga segera di berikan hidayah dan bisa mempertanggung jawabkan segala perbuataanya di dunia. Dan semoga ada hikmah di balik segala kejadian untuk kita semua agar bisa belajar bijak dalam menjalankan kehidupan . Terutama saling mendoakan yg terbaik antar sesama manusia ????"
elisia_aznii,JAKSA NYA SIAPA ??
pratamarry,"tolong di bantu bang  terlepas si korban ini punya salah apa engga, tapi si pelaku ini udah jelas salah nya dimana.. ????"
twins_rakarayi,?????? pandeglang mah tinggal punya duidd beress...
kusaericholid,"Orang kampung soge masjid, panimbang jaya"
ndrdp20,nitip sendal dulu lah
hi_herdiana,??
irfanwin_,"Up guys, pandeglang mah harus masuk tv dulu baru digubris"
elisia_aznii,"tag Jaksa yg tangani, tag Hakim yang tangani. Kita mau titip pesan agar kasus ini di sidang seadil2 nya. Biar kata anak mantan Kepala Dinas salah ya salah. Hati nuranu jangan duit dulu."
ratu.wd,Ga salah disuruh memaafkan mengikhlaskan??? Woii lah krimin4l minta d ikhlasin keluarganya pd sakit apa gmn sih? ??
nurul_ist,Ditunggu info selanjutnya min untuk kasus ini. the power of netizen yu kawal terus kasus ini sampe tuntas
matiggresssssssss,Semoga hukum dipandeglang bisa ditegakkan seadiladilnya tidak bisa dibayar pakai uang.
jfdlhh,Keadilan sosial bagi seluruh rakyat yg berduit haha kocakkk
maiilmrz,org kek gini biasanya habis d penjara
ichwan_mount98,Pandeglang geus lain2 bae
apibaebae,wey lu viral hhhhh
msaefull__anwar,Gimana nih ngab ??
aa_ergy,Wajib turun tangan nih bang
mochslmn,Mohon komennya bapak
moch.rizkiii_,"udaaa ga asing, banyak kasus sekarang akibat friendly ke semua cowo"
wiwie_90,Tag Hotman paris ka pasti dibantu dan dpt keadilan
lala_poh_dipsy,masih zaman intimidasi begitu?
yusuf_kamil25,Ngisinin bae
delahanalenash,Leee leee wkwkkw
ferryjack06,"Siapapun pelakunya harap di tindak tegas,,,Berlakukan hukum dengan seadil adilnya,,,"
riamaryanaa33,bu pang bantuankeun
niesafebrianireal,tolong bantu kasus ini bang ??
chanddraaaa,"Kumaha ye bu  entek2mu, kurang beres. Bukti udah akurat n jelas.  Tbtb suruh ikhlasin maafin. Lucu amat. bobrok amat sdmna"
vaachikurn88,"Cc .. coba iyeu kumaha bu? Karunya amat batur, coba pangwartosken ka suami emng nnr tah iyeu?"
indahs_17,Huhuuu tepuk tangannn buat kejaksaan pandeglanggg. Hebat bgttt dgn mudahnya mau diajak kerjasama pihak pelakuuu. Malu maluin wkwk
wahyudiart12,Anjing fuck diaa alwi
ep_roch01,Dari alur ceritanya sudah jelas bahwa pelaku dari golongan menengah keatas. 3 tahun bukan waktu singkat gak kebayang psikologis korban. Kalo sudah masuk persidangan coba spil dakwaannya.
tubagus_dian_hidayat,Gerakan lagi RPM nya di kota pandeglang
_intaannsr,Biasana nu modelan kos kie goreng patut jeng bengetna poek????
l.aprilianii16,Negara kita tidak kekurangan orang pintar tapi kekurangan orang jujur miris
fkrsryn_,"Ulah eleh ku duit, sakalian sereet nu sok beuki ka duit, pandeglang emng butuh pemimpin nu adil"
adamcool__,Mengerikannn
muhamadaep18_,Keadilan sosial bagi seluruh rakyat indonesia *syarat dan ketentuan berlaku
fkrsryn_,up trussss smpe keadilan bahwa itu ada di pandeglang
coktyz_31,"Di private bang spill muka kasep nya bang,ka Panggih di mana Bae di Cepol tuturen"
nurulyungs,bu miriss??
_ombii,Up terus. Anak MANTAN PEJABAT belagu bet wkakak
ableh_dat021,Pira pura??
umikia29,"ya Allah pak polisi tolong bantu pak berikan hukuman seadiladilnya pak, saya mohon pak biar pelaku tidak semena2 seperti itu, saya bukan keluarga y saja sakit pak dengernya. Tolong lah pak. Jgn di kasih damai, biar tidak ada korban lainnya dan saya yakin 100% psikis korban pasti depresi bgt. ????????"
aji_akhmad_f,+62 baru viral baru hukum bener. Pak  yg kmren ngurusin jakarta. Bisa juga mungkin ngurusin pandeglang.
vinsmoke.irgii,modelan kek begini kalo diajak gelud palingan letoy satt
umikia29,bantu up kak??
umikia29,"ayo pak bantu korban pak ???????? bapak punya anak punya istri punya ibu jg, bagaimana rasanya jadi korban pak. Sakit pak ???????? beri korban keadilan pak."
umikia29,bantu up kak biar korban dapat keadilan
mrhinaldy,"Padahal zaman makin canggih, jangkauan sosmed smakin luas, belum lagi UU ITE, dan hukum dalam negri, tapi masih aja ada Generasi Abg bees banyak minusan kaya hape second gini, selain batre bocor Lcd nya juga udah kena ini tinggal mmc nya meledug, heran aja kaya ga ada pikirannya ??"
hallorizs,ngab liat dong pasti gatel nih wkwkwkw
okridarmawan,tuh hati² udah mulai banyak di pandeglang yg bobrok
maulidayuliawati,"Kira kira rompok si aana dimana nyah, kepo bisi tatangga urang mah??"
chamink_zn,"Klo emang bener ada oknum kejari di kab.Pandeglang yg sperti keterangan diatas.. Wah gawat nih,kasian korban  tolong dibantu bang   pak"
bayyart_,Bahas bang
shintaannahl_,Tag aja akun ig si Pelaku biar diserbu mentalnya sama netijen akwkw
miftahujami,"Mohon Izin Jenderal,  mohon izin Pak Menko,  mohon izin Pak Jaksa, berantas oknumoknum petugas seperti ini.??"
ollayulandy,Klo hukum sudah tidak berpihak.kenapa ga pakai cara sendiri .kasian si korban.
wey_mong,Di amankan bang
erickvanhofel,selesaikan om
riabia11,tolong bantu VIRAL kan
gunawanz01,Semoga kasusnya selalu di Up oleh  .. pang kapok.!!!
mhmdhsn1p,mohon di bantu pak
dego_sa,Bagaimana ini ibu mohon bantuannya sebagai bupati Pandeglang  masa harus viral terus bu
hankynoviar,Pandeglang ku dulu tak begini??
3han260220,Kalo kejari pandeglang gk bs bantu...  bisa d bantu atau di cc ke  bang hotman   minta tolong bang dampingi..
luffyfiece,Bagi link ig s dajjal pelakunya min
ariscule,"Pelakunya Nama nya Alwi ,BPK nya sudah almarhum mantan pejabat LH Pandeglang"
adee_juanda,Kawal paketua
hilmancfc18,budak mana kitu eta
ysri_arfn10,Pentinga ASI saat bayi agar tidak adanha anak ASU seperti itu
adee_juanda,"Di thread twitter, ± 7 juta views. Bisa dikatakan sudah masuk viral skala nasional (?) Diantos bantosannya bu"
widiaulianp,Alwi anj
omarevo702,Poto pelaku aya dina Story urang bisi aya nu rek silaturahmi mangga
indragunawan.aig,Semoga penegak hukum khsus y di kab. Pandeglang dapat berlaku adil dan bijaksana dgn mengedepankan aspek psikologi pada korban
anugraha.d,"semoga gk kaya kasusnya mario dandi ya, banyak setingan nya...."
felishnh14,tolong di bantu bapak Hotman Paris karna ini kasus yang sangat janggal .
felishnh14,tolong di bantu sampai kasusnya tuntas .
aniyuliani2392,"semoga setelah viral kasusnya, korban bisa mendapatkan keadilan seadil adilnya, dan pelaku mendapatkan hukuman paling setimpal dan sanksi sosial jangan lupa????"
arifnugrahaa_,SIFAT ALWI ITU BAHASA KEDOKTERANNYA TOLOL??????
gerimartin_,Tolak al zaytun??
crhmwnti,org org pd knp ya??
adhyyyyyy__,makin trauma sma cewe:)
laffaziah,"Pelakunya orang panimbang, kalo liat dari berita2 kematian bapaknya mah"
laffaziah,"Ini harus jadi berita nasional dulu, sampe bupati tau. Baru deh proses hukumnya berjalan (semoga)"
m.adam.maulana_,Hah pandeglang lagiii?
muklisstt,AYO SEMUANYA KIRIM PESAN KE IG NYA BIAR SETRES
anpeef,Perasaan baru kemarin kemarin kasus pembunuhan.. ini juga sama parah nya.. ?? harus di viralin sih ini biar di tindak lanjuti lebih serius!!!??
martabak_ayang,"Jaman sekarang orang banyak yang nekad min, ngeri??"
kelvinese_,"Gw yang hanya netizen. Siap bergabung untuk melawan ""keadilan sosial bagi seluruh orang kaya""."
msaefull__anwar,tatangga men wkwk
agunggsutrisna,Mahasiwa  ?
fikriadz003,Kepada YTH   tolong usut kasus ini??. Dan YTH  Klarifikasi info ini sejujurnya.  mahasiswa anda beresin
piorret.piorret90,Harus viral dl br dpt keadilan. Miris!!!!
fahrizal_sf,"Cape2 bikin citra kota ulama seribu santri,eh dalem nya bobrok semua"
riia940,"Kya nya para oknum pura"" gak liat"
amnrm99,nih bang pelakunya
hfiznf_,Zaman sekarang kalau udah VIRAL baru tuntasss
sdnsukasari1_pulosari,Masalah ini sudah di klarifikasi oleh kejaksaan
rifaldi1456,Tolong di bantu bu??
mjramonid,": sepertinya saya mencium bau ?? di penegak hukum, tolong dong ibu yg baik  sebagai perempuan,, diem2 wae..."
fuadii_25,Kejari Pandeglang ketar ketir melihat ini         masa sih dari sekian banyak yg di tag gak ada yg notice satu pun??
tubagus.gunawan38,Minta tolong kawal kasusnya ??
pandeglangbmx,Mirisss kota inj
aprilinaas,baca nih ah
pendekar.banten1,WARGI PANDEGLANG DO UR MAGIC
prtm.agung,kumaha iyeu barudak sikat tah
chandradwiprasetya,"paaak tolong atensinya siapa tau di folow up sama bapak, walaupun bukan dapil bapak"
nuril2190,Bru liat yg di sebelah ini ada lgi ya Allah ini pdg mau kya gimna yah
sefinaputy,diem diem aja pak ? damang ? dikasih duit berapa ? ayodong pakkk!!!! pada jahat banget sihhhh. ini udah di depan mata kekerasannya astagfirallah!!!! kalo keluarga kalian yang diginiin kalian diem juga ? BANTU KORBAN PAK!!!!!!!!!
oleoleajj,"Ai pandeglang aya naon sih kuari , inpona masalah perewean bae min , sedang tidak baik² saja kota ini , ges teu saladar wargi na ayeuna , rek jadi naon sih barudak,"
kubil_clip,Duuh
novitayanti000,"tolong bang hotman, gk kuasa smpe bacanya, bener"" dipersulit pengadilan sana mentang"" kluarga pelaku pejabat"
kocuboy96,"gw simak pada kronologi tweet nya bang iman, bahwa 21 Februari 2023 sudah dilakukan Penahanan terhadap pelaku, yg jadi pertanyaan gw perkembangan perkaranya sampai mana? kita kawal bareng bareng yok"
nisvisuciati,"Malu bgt astaga, gini mulu permasalahannya:')"
adhikaatn,Yakin nih pandeglang bisa kelarin kasus gini sebelum viral?
hid.up11,bang hotman bantu bang kasus ini.
tubaguslingga121,Anak anj lu  cpt cpt lu masuk bui jd santapan lo di dlm.
gatesandika,Konoha konoha
irhamulumam94,Demo Bae kabehan
andihds_,psikopat anjirr
indijay02,Bejakeun ka pelaku ari ku sange sange amat mah ngaloco bae make minyak sayur????
achmadsirojuddin_,"Mati kita bantu tersangka biar dapet hukuman setimpal, kalo bisa lebih. ??"
achmadsirojuddin_,Yth bu  sebagai pemimpin bijak wilayah Pandeglang. Alangkah indahnya bila ibu memberi keleluasaan hukum agar korban ini segera bertemu keadilannya. Wayahna ieumah bu itung² urang kabehan jelema bae kitu. Maenya tea kitu kan mun misal keluarga sagetih urang diperlakukeun siga kitu? Geus jelas kanyenyeri. Wayahna ieumah bu
kyafxx_,wah mulai keliatan ya cara lembaga pengadilan bobroknya gimana
endssttt,"udah yatim, beban, malu²in, cocok lu dijadiin tumbal proyek"
viktorvndr,Kiww
anggaafriansyah_,Mohon bantuan Ndan
abcdeavwxyz,Masa harus meninggal dulu kaya kasus kemarin yg di gebuk pake WC baru ditindak huhu. Bu  bersih bersih yuk buuu.
a.brielll,Haha koboy pdg main nya jorok nih
apasikram,"Ulah sok ngerakeun kampus jeung fakultas na atuh hey strh Ale, kamileung cungur mah kos nu heeh we sia"
jizah1403,sudah d rusak mentalnya rasanya ga adil klo ga dpt keadilan
amunkieu,tag bang Hotman sebanyak2 nya biar notice
lili_faturrohman,Orang Panimbang
vivi_rahmayanti,tolong bantuannya
lili_faturrohman,Tah FB na https://www.facebook.com/alweec?mibextid=ZbWKwL
bejubel_custom.id,tapi jangan pada lupa mampir ke bengkel ya
nona.litta,"Dari tiktok lari kesini, ternyata udah rame ??"
ddferi_,Kalo bisa si fotonya cowonya d uplod
ndaaja17,?? .. Semoga kasusnya secepatnya beres dan tidak ada lagi kasus sprti ini ????
callme.laiilaa,Ini alamat lengkap korban ada dmna min? Tlong infonya
rena.t.e.oksela,Spill ig keluarga pelaku.. harus dapet sanksi sosial mereka semua.
rivaldipeb,"gobl*k,ngisinken kota pandeglang bae"
andymas_novel,Duuhh oknum daerah Pandeglang yahh... Hadeeuuuhhh tepok jidat... Tapi harus di tindak lanjuti lagi itu kasusnya dan para oknum nya juga....
mr_qory,Bikin malu kota pandeglang??
aqiqahalmuhsinin,"Semoga diadili dg hukuman yg adil agar pelaku bisa jera dan bertaubat,  agar korban bisa merelease traumanya dg tenang, semoga Allah mengukuhkan iman islam di hatinya, menguatkan jiwa raganya, aamiin"
kkekee__,ih
shofie_syafitri,tolong dibantu??
shofie_syafitri,Bapak  tolong dibantu pak??
titin.s0207,"Jabatan bisa membegal kedilan,..trnyata faktor duni bisa membut hujum pandeglang jadi berat sebelah,,sy sbgt prihatin membaca mendengar dan menyksikan kasus ini,dgn mudahnya jaksa suruh memaafkan,,trus bgmn dgn suqis korban,,ssmoga pihak yg memebela pelaku akan mengalami apa yg dialami korban aamiin yra...tegak kan hukum yg seadil adilnya dong ...kalo tdk untuk klwg korban hubungi bapa hotman paris dia pengacara handal  dan bisa membantu org2 yg trdzolimi"
yogisrhadi,Apakah bapak bisa bantu mencerahkan  ?
a_shareef10,Wahaiiiii bakal calaon anggota DPR pandeglanggg Iinilahhh wqktunya bantu korbannn....??????
emeffragrance,"Ini parah sih, blom ada atensi dari pemkab pandeglang baik dari orang nomor 1 nya skalipun. Bang   , please bantu ??"
hidayat_m0hammad,"perlu turun tangan kek nya ibu,,,"
naftalenlen,nih akun si dajjalnya
azizbalizh,Terbelakang nih kota... ke negri prindavan banyak oknum korupnya...
naftalenlen,"bio ignya believe in god ceunah anjir, tuhan mana yang ngajarin perkosa anak orang terus revenge porn, tolol juga lu gua liat liat"
fathur_m_assalam,"Kelakuan sinetron indosiar di ikutin lu mah, blogg"
iif_funky,Hmmm
mgabmaul,Kebiri lah anjig yg gini mah
ahmadsaunsii_,Harus nya masarakat pandeglang hadir dipersisangan jangan cuman bicara .
oscarnorism,Mati kau viral!! Tangkap pelakunya
kulon_studio,MINIMAL KALO PUNYA OTAK DIPAKE GITU ALWI
regay_naminasae,"Gimana awal kenalnya ko bisa, pasti kenal online"
yusufsaputra266,Harus masuk lambe turah ini mah
70adrianm,Mohon bantuannya pak
donisdrjt_,"Kaggaa gercep banget proses hukumnya, ehhh belum di cari yaa ternyata pelakunya??"
gwsukaoranye,coba live sidangnya hari ini
mohandrnn,"Pagi pagi buka tweet eh pandeglang trending,lari kesini udah rame,ketinggalan gue"
maulanayazidd,Knpa si
m.ammaliya,"sumpah demi apapun gw merinding baca nya, ko ada manusia yang notabennya laki laki yang jelas2 dia di lahirkan dari seorang wanita tapi kelakuan kaya gitu, dan keluarganya pun ngebela ?? semua keluarganya SAKIT !!!"
nabilamr___,"Pandeglang lagi aja bos senggol dong, yuk kawal yuk  ????"
m.ammaliya,sepertinya harus turun tangan buat ngebantuin
asyhnl,ngapain nama pelaku nya di sensor?
yourrfeyy_,Baru tau ternyata kota Pandeglang ini banyak mafia pemerintahan juga ya ternyata??
ditta_rch,"Gimana mau maju?? silau sama duit semuaaa, ga kasian apa keluarga di nafkahin pake duit HARAM??? Semoga korban dapet keadilan, inget yahhh yg gampang di suap, Allah maha melihat choyyyyy"
fhrsptn,mohon izin tag jendral????
uwes.doaibu,Mun kapanggih di jalan mah mending di gebugan bae atuh. Tuman nu kitu ngisin2ken pandeglang bae??
riasilviaaa,"Pandeglang again, Pandeglang again ??"
anakseribupulau17,pak ada yg butuh bantuan hukum tolong dibantu
u_r_heroes,piraku demo miras garariat ai kasus pemerkosaan kekerasan caricing wae wkwk
neneng_azhar72,Memang klu yg punya kuasa hukumnya ...msh bisa di sodok...anak muda dan punya kekuasaan uang .TDK akan jeraaaa....pasti akan ada LG yg seperti ini ....karna TDK ada kekuatan hukum buat jeraa anak muda....jikalau hukum kita..merespon dgn yg melaporkan atau orang yg jdi korban klrga ya..ditindaklanjuti dgn hukuman yg yg setimpal..pasti ..TDK akan ada LG anak anak muda yg BEJAAAAT...
cianjurgoodolddays,"OH ANAK PEJABAT OH,"
bangone_one,Saya udah baca threadnya sampai selesai dan sungguh sangat geram
ayah_f_42_kyna,kali bisa bantu ????????
ifatt19_,"yaallah sedih amat bacanya??semoga Pelaku dapet hukuman yang setimpal, kasian si tth nya pasti trauma bgtt??buat cerita aja malu dan takut pastinya??????"
xspace.yz,"Pantes dia ga bisa bedain mana korban mana pelaku, matanya aja juling"
agungwinarto.aw,Up terus sampai pelaku di penjarakan ??????
riniriyaw,Ya allah si korban luar biasa kuat banget nahan sebegitu lamanya??
haaaafiiz,Wkwkwk
triad436,Minimal Spil lah IG pelaku + Oknum Penegak Hukumnya
hsbiasydiqii,Pa tolong bantu
forum_mahasiswa_cibitung,"Kasus ini harus sampai selesai. Ada titik terang. Kasus ini sudah viral se Nasional menuju go internasional. Kalau sampai tak selesai, netizen atau masyarakat Pandeglang dan Indonesia pasti akan memberikan rapot merah terhadap kepemimpinan Kejari Pandeglang dan bupati Pandeglang yg merupakan perempuan. Ayo Bu tunjukan kebijakanmu, apalagi sudah ada posko perlindungan perempuan."
forum_mahasiswa_cibitung,Memberikan mosi tidak percaya dan berbagai kritikan lainnya.
wiwideyyy,Kirain jalanyaa doang yang rusak ternyataa...
way.tama,"Jadi yang korban ini cewe apa cowo? Di slide 2 capture nya beda nih, yang atas keterangan RK adalah pria, sedangkan dibawahnya narasi menjadi cewe. Mana yang benar?"
bibblegumh,Trending lagi wkwkk malu²in
anabhhbjjj,Mohon bantu keadilannya!
fariidmaul,Very respectful and lost respect ??
braja1444,Coba laporkan ke komisi yudisial dan jamwas klw memang ada hal2 yg janggal terkait persidangan  dan penanganan dari pihak kejaksaan.
ririn_maulidina,bantu up dong min
rezapatrick,bu wargina aya anu butuh ibu bu.
annisatarii,"Miris kalau liat berita2 yg dianggap ""sepele"" begini sama oknum2 yg punya wewenang ?? bu/pak apa kalian ga takut menangani kasus masalah kalau tidak sesuai prosedur? Hati perasaan kalian dmn? Kalau memang benar menyuruh korban untuk mengikhlaskan memaafkan, dmn hati nurani kalian??? Kalau suatu hari posisinya berubah kalian yg mengalami apa kalian mampu untuk seperti itu? Inget bu/pak jabatan kalian ini jg amanah dan sementara, pertanggungjawabannya berat dan itu berlaku diakhirat nanti ?? kalau korban2 yg kalian tangani harus seperti itu dan tidak ikhlas, kalian harus siap2 terima balasannya nanti dipengadilan Allah, kalian jg bisa diadili disana dan kalian mau tidak mau harus ikhlas ya seperti sebagimana kalian jg memperlakukan korban didunia ??"
nasbrowbaik,"Kota seribu ulama sejuta santri, pemimpinnya perempuan Solehah. Kasusnya tiap hari Pemerkosaan, pencabulan, kekerasan terhadap anak dan perempuan, pesta miras, dan tawuran remaja. Ya Tuhan.. dosa apa Kota kami, sehingga seperti ini."
rezapatrick,"di up min, liat kelakuan penegak hukum daerah ini emang harus d pantau"
drama_netizen_,Netizen +62 komentarnya udah kaya seblak level 100 ??
liviabeautycare,pelakunya kek bocah bet yampun ada ya manusia hati lucifer gitu
dearnaad,yaa Allah????????
wulandari_triapsari,Yg udah tau akun nya report aja sekalian tuman
nuneexzyl,Uda typ sokeren lg
martyra_tan,"Ini mah kudu netijen Nu bergerak Jigana nya.. masa Bu jaksa mlah suruh mngikhlas gemess ihh,  ayo kekuatan netijen, bantu korban beresin kasus ini smpe tuntas tas tas jgn beri ampun si pelaku.. kesell bacana Oge ngancem Bae ihh.."
ftrraa_snt06,"Hukum mana Hukum, Ntar giliran udah viral sejagat baru di proses??  isab lahhh"
monicadj,ayo bang  tolong diberikan perlindungan hukum kpd korban sampai kasus selesai dgn seadil adilnya
imigrandarisurgaaaaaaa,udah sangean psikopat lagi
indryy1,Duh parah nyaah
ibnufadzar,Buset ada bang jago
jyfauzia,bantuu dong kaa??
desputta,bang tolong bantu bang
ian_sah,"A  , ada yang butuh power aa nih, supaya lebih terang."
ryyyumaa_,kalakuan!
lindyasalsa,UP UP UPPPP
seserahan.shymponi,Parah banget cowo kaya gitu! Kawal sampe tuntas jangan sampe lolos! Kasian cewenya butuh dipulihkan lagi psikisnya????????
yandifebritama91,Ditunggu berita klarifikasi dan permohonan maaf dari orang tua tersangka ya min
benvenutoraja,Yokk org pandeglang semangatt yokkk
benvenutoraja,Masa beginiann mau di tutupin
vidyana_baztyan,tolong kawal baaang..kasian korban
endokuh_,Di tunggu video pelaku nya
der.axasboox,Spelll akunnya broo ... Sepertinya menantang warga Pandeglang
achmadrizkisaputra,"ges te kaharti aing,eleh ku duit Kabehgeh"
maresschal,geli.
f_mayangsari99,bantu up kak??
hany_aisyahnr,Jgn krna orgdalam yaa lo aman hukum ya tetep hrs berjalan
njamilah01,Esmoji
al_frzy,"Kata nya pandeglang ni kota santri bu   ???? kang  Yth bantu usut korban,pelaku SDM pdg masih rendah up"
_sovianggraeni,Hadeuhhh ko ada ya orang kek gitu
indriaoktavianiii_,stay safe Nas
ghi_far10,Malu maluin pandeglang    tolong bantu usut kasusnya bu   kan udah rame niccc
unga_bona,"Viralkan biar ada keadilan,, jaman sekarang kudu viral hela, jiga aya kelainan eta cowo na liat chat2 nya astagfirullah, pasti ada suap menyuap klo sidang kaya gtu, apa lg anak pejabat ceunah, anak salah ko di lindungin ??"
senjatreusna,"Ada aja cowo kaya gitu ngancem ngancem, ilfeel banget jiji"
n.fitriya_12,Pandeglang deui Pandeglang deui
syauqi195,tolong dibantu.. ??
n.fitriya_12,Kebegeh eleh ku duit MH   berikan tepuk tangan ??????
gianct217,duh gemes pengen nge hook
ahmadhudori54,Kandangin tuman yg kaya gitu di biarin bae
fadli_azmi17,gila banget astagaaa ??
gojossssss,infoo lokasi terkini
syauqi195,Ini bukan sih pelaku nya
limitlessjuara,Spill JPU & Hakim nya min...oh ia tersangka nya juga
riasdhctr12,yokkk serang netijen ancurin mental nya
travel_pandeglang,Adik gue perempuan semua ya Allah jauhkan dari manusia laknat kek gitu
sendifrds25,walapun hukum di negeri ini sungguh lawak... Setidak nya di kab pandeglang mah jangan tumpul ke atas
jakaa97,"Udah berlakuin hukum rimba aja, sekali santoryu minimal misah kepala sm badan pelaku ny"
ghaness_2,MALU MALU IN PANDEGLANG AE BANG .INGET BANG DOSA
syahrul_miftakhul_huda,"Bu nuralita bu jaksa pak hakim pak polisi gak usah bantu yatim bangsad itu lagi saya yakin bapaknya yang udah dineraka sono mantan kadis lingkungan pandeglang pasti korupsi uang rakyat pandeglang, itu rumah mobil sepeda motor hasil haram pasti"
reyhanadhaa,BOBROK BOBROK HUKUM DI PANDEGLANG BOBROK
minatonamikaze797,"Emang bapaknya si pelaku tuh masih memerintah kah di dalam kubur, sampe sampe segan buat memproses sipelaku. Kelakuan kelakuan"
official.vikingpanimbang,Kalo ketangkep kabarin nyuakkk
vhk_el,Inpo username ig pelaku nya
sitimariam1419,"Nah loh ternyata yng punya gelar gak punya hati nurani,rungkad semuaa deh dipandeglang ini parah"
herawatisuryanegara,"Ini memang banyak kejadian seperti ini, perempuan diintimidasi untuk trs melayani nafsu bejad si lelaki dg ancam kl gak mau dishare video /foto mesumnya. Lawan saja... Para perempuan jangan putus asa dan nyerah sama lelaki yg begitu. Semoga ada sanksi hukum yg tegas"
anggitaptry,Stresssssss
ganjarnugraha416,Gimana bang  tanggapannya?
ammarwildan,Tolong di bantu pak  dalam kasus ini ????
amelyarrg,liat sayang wkwk
pujaagustin444_,kontol jasa
klikmae,Pandeglang kasusnya serem² amatsih _
aripdermawannn,Woyyy angkat lagi lahh taekk ..
daenknakiza,Digembook dak
dwiiibas_,Nu mana si budaknya. Hayang nyaho
_hindasah_,Ya Allah.. 3 tahun :(
ilhamfnb,Viral dulu baru di tangani ??
taufiq_asli,please butuh taxi driver
anhnida,"Semoga hukum adil, yuk usut tuntas????"
iammaulana00,usut tuntas aa ato????????
bagasa112,"Gampang aja, cari pelaku nya hakimi sendiri , Jagan ada niat membunuh, seandai nya  tewas usahakan Jagan sampai niat membunuh,, karena acaman nya pembunuhan berencana,  usahakan penganiayaan,"
evangreanaldy,pandeglang lg aja
ilhamdw__,Wih kasus yg lagi viral ya ini  ??
ssuseno25,"tolong pak dibantu ,klo bener model macam apa kejaksaan seperti itu."
xi.hsh,Waw waw waw
_asrorunniam,Udah lama tapi baru viral  tolong kasih tau Bu sama para anak pejabat Jgn tengil lah so soan bgitu
tohaum312,Up bang
dmssttt_,baturan kamu sil astaga
siti_maesaroh1104,"Woy oknum ga malu Tah?... Eh.. masih oknum kah, bukan aparatnya???"
obokramadhann,kasih paham a
legalgaul,Yuk Satukan kekuatan agar ada keadilan
fjr.sp,NGISIN KEUN
orialbantani_,Paehan bae sih
yl_ana07,tolong bg hotman
famousclass9l_,coba tolong diusut tuntas itu oknum jaksa yang menyepelekan kasus begini ! Gak malu sama rakyat ? Buktibukti sudah jelas tapi masih ngelak ga membela orang yg jelasjelas menjadi korban !
echo_setianto,podcast keun bang
boing_el,"kata mamah aku udah aa ikut mamah aja ke pandeglang biar ga nakal, dibandung mah aa pergaulan sama lingkungan nya ga bener ????"
griyantiar,Ijin repost di story ya kak maaf td udh post blm ijin
lanvinzz___,tolong d bantu????
rizkiadimaulana,Kalo kaga viral ga mungkin ke usut nih ??
oky_m_j,Viralkan foto pelakunya... biqr waspada dan hukum rimba berlaku...
_annisarizqia,bang musss lihaaaat iniii ??
herygunwn_,nemu dmna tuh beruk yang begitu?
choi_azuka,Mungkin nanti kalau di penjara bakalan di siksa sama narapidana di sana
ratutatu14,Semoga dengan viral nya cuitan di twt bisa membantu tegak nya keadilan untuk korban
lilis_prhtni99,"The real psikopat sii, sakit ni orang."
xzfasyya_,"Susah bang kl apaapa dimanja ,dlunya kan orkay ??"
rambobanten_,Pandeglang maning ??
nano_somantrii,"tolong dibantu bang, bu  tolong dibantu jg"
neah22_,neeeeeehhhhhh
heyrosid,mohon perhatian nya bapak ibu
takeasecret,Ramaikan
pa_ujaan,Anying spek dajal lalaki na
kahfiiiy,Angkat ka media  rameken kasusna
herry.1994,Ramaikan barudak
dedynamoza,"Semua akan gercep kalo bang  yang posting, tolong dibantu bang ??????"
yasfimuhammad_,Threadnya baca ya ada 3 part
ikhfanhaji,yuk bisa yuk
azii_jaya_vbs,Bapak   ibu
rurosadi,Apa bener sperti ini bu
st_maesaroh155,Keadilan bagi yg punya uang dan wewenang ??
incu_ultram4n,di bantu atuh bu
phul_haerudin,meni ngageder kie pak sahaaa ie  anj** bg*stna
salmaaminata16,miriss??
diitang_,Yakin gak disuruh ikhlaskan saja!!???
zidunnih_,cek
abidzar_ibn,Ngisin ngisinkeun Pandeglang Bae
emuamarslimaida,SDM rendah !!!
rafly_apenk,Jadi inget perkataan pemuda gondrong: Lu punya duit ??lu punya kuasa??
erna14_77,"Cari akun akun sosmed Lainnya si pelaku , biar silaturahmi , IG nya di private ????"
novi_indahlestari,Naudzubillah yaa Allah ??
koy_skylar,Hehu
didinoey1010,"Spil pelaku nya lah,. Biar dikulitin netizen"
zizbstomi,Nu kitu mh ulh diicingkn hirup sakeluarga na ge demi aing mh komo dei hirupna di Pandeglang tpi eta naha sgala ngomong part 2
ernaann_,Emang apaapa harus viral dulu sih kayanya baru kasusnya ditanganin??
ceritapandeglang,Sampah sampah.. generasi deumpeu. Piteuskeun beuheungna nu kieu mah.
selenophiland,BIADAB!!!!!!!!!!!!!!!!!!!!!!!!!!
_acibild,apaan si ni pandeglang makin kesini makin makin aja ??
_aditiya17,Tolong pak  ksian ini
setiawan.samhudi,Waah....paraah iniih...waah
